Timestamp,Force (V),Force (N),Displacement (V),Displacement (mm),Temperature (V),Temperature (C)
2025-10-30 12:29:56.552890,-1.4852617953105571,-294.6462349537083,2.809798431903361,27.0864568835484,0.998586005809701,38.54541982425446
2025-10-30 12:29:56.556223,-1.4852617953105571,-294.6462349537083,2.8019042638253646,27.010357103276515,1.03180710356,39.827754197416006
2025-10-30 12:29:56.559557,-1.4852617953105571,-294.6462349537083,2.804700114990325,27.037309108506733,1.0045065972967095,38.77395465565299
2025-10-30 12:29:56.562890,-1.4850973349040293,-294.61360929826134,2.8065091951730246,27.05474864146796,0.9780283971191566,37.751896128799444
2025-10-30 12:29:56.566223,-1.4849328744975034,-294.5809836428147,2.8088116608795817,27.076944410879168,0.9642136846337344,37.21864822686215
2025-10-30 12:29:56.569557,-1.4849328744975034,-294.5809836428147,2.8101273555788455,27.08962770778007,0.9949678666082721,38.4057596510793
2025-10-30 12:29:56.572890,-1.4849328744975034,-294.5809836428147,2.8065091951730246,27.05474864146796,1.0314781817872467,39.815057816987725
2025-10-30 12:29:56.576223,-1.4850973349040293,-294.61360929826134,2.802891034821091,27.01986957567532,1.0138808673203812,39.13580147856671
2025-10-30 12:29:56.579557,-1.4849328744975034,-294.5809836428147,2.8055224241626093,27.045236168927556,0.9837845274527243,37.974082759675156
2025-10-30 12:29:56.582890,-1.4857551765301518,-294.7441119200515,2.808647199042675,27.07535899877139,0.9645426063544211,37.231344605280654
2025-10-30 12:29:56.586223,-1.4860840973432239,-294.80936323094875,2.810620741092908,27.094383944135636,0.9900340404740817,38.215313962299554
2025-10-30 12:29:56.589557,-1.4870708597824847,-295.0051171636493,2.805851347832302,27.048406993103395,1.0339450950891915,39.910280670442795
2025-10-30 12:29:56.592890,-1.4867419389693903,-294.93986585274763,2.8035488821538,27.026211223962633,1.0115784150146114,39.046926819564
2025-10-30 12:29:56.596223,-1.4877287014086962,-295.13561978545715,2.8055224241626093,27.045236168927556,0.9818109970439212,37.89790448589536
2025-10-30 12:29:56.599557,-1.487893161815254,-295.1682454409101,2.808318275369196,27.072188174559052,0.9660227541006198,37.28847830828393
2025-10-30 12:29:56.602890,-1.4887154638480704,-295.3313737181802,2.8111141266079733,27.099140180500864,0.9897051187338337,38.202617583125985
2025-10-30 12:29:56.606223,-1.489373305474358,-295.46187634000313,2.8076604280235746,27.06584652614726,1.0321360253330116,39.84045057785425
2025-10-30 12:29:56.609557,-1.489537765880935,-295.49450199545987,2.802726572988192,27.01828416360617,1.0140453281998452,39.14214966851402
2025-10-30 12:29:56.612890,-1.4901956075072615,-295.62500461729053,2.8053579623279297,27.043650756841245,0.9851002143969878,38.02486827572373
2025-10-30 12:29:56.616223,-1.4901956075072615,-295.62500461729053,2.8073315043514318,27.062675701947803,0.9652004497965482,37.25673736214676
2025-10-30 12:29:56.619557,-1.4905245283204365,-295.69025592820816,2.8102918174167546,27.091213119897517,0.9892117361239375,38.18357301438399
2025-10-30 12:29:56.622890,-1.4898666866940944,-295.55975330637443,2.80930504639097,27.08170064720895,1.028517885844078,39.700790393581414
2025-10-30 12:29:56.626223,-1.490360067913848,-295.65763027274915,2.8020687256577075,27.0119425153403,1.0137164064409814,39.12945328862188
2025-10-30 12:29:56.629557,-1.490688988727027,-295.7228815836676,2.8050290386589047,27.040479932671843,0.9824688405125103,37.9232972437829
2025-10-30 12:29:56.632890,-1.4897022262875137,-295.52712765091695,2.8089761227166,27.078529822988024,0.9656938323788027,37.27578192982178
2025-10-30 12:29:56.636223,-1.489373305474358,-295.46187634000313,2.810456279254775,27.092798532016033,0.989869579603926,38.208965772711544
2025-10-30 12:29:56.639557,-1.489537765880935,-295.49450199545987,2.8071670425155273,27.061090289849684,1.028517885844078,39.700790393581414
2025-10-30 12:29:56.642890,-1.489373305474358,-295.46187634000313,2.802891034821091,27.01986957567532,1.0120717976505056,39.06597138930952
2025-10-30 12:29:56.646223,-1.489537765880935,-295.49450199545987,2.805851347832302,27.048406993103395,0.9842779100563483,37.99312732817505
2025-10-30 12:29:56.649557,-1.4885510034415033,-295.2987480627254,2.808318275369196,27.072188174559052,0.9666805975450075,37.31387106523729
2025-10-30 12:29:56.652890,-1.4883865430349381,-295.26612240727104,2.810620741092908,27.094383944135636,0.9878960491670045,38.13278749784637
2025-10-30 12:29:56.656223,-1.4873997805955868,-295.0703684745525,2.80848273720588,27.073773586664686,1.0280245031889141,39.681745823092086
2025-10-30 12:29:56.659557,-1.4872353201890347,-295.0377428191007,2.8020687256577075,27.0119425153403,1.0165122413994956,39.23737251802053
2025-10-30 12:29:56.662890,-1.4864130181563033,-294.87461454184745,2.8051935004933615,27.042065344756008,0.9862514404765422,38.06930560239453
2025-10-30 12:29:56.666223,-1.4859196369366867,-294.7767375754999,2.8070025806797347,27.059504877752644,0.9637203020531747,37.199603659252546
2025-10-30 12:29:56.669557,-1.4855907161236184,-294.7114862646034,2.8091405845537287,27.080115235097946,0.983620066584976,37.96773457018008
2025-10-30 12:29:56.672890,-1.4852617953105571,-294.6462349537083,2.809469508228322,27.083286059321026,1.0232551375522148,39.49764830951549
2025-10-30 12:29:56.676223,-1.4852617953105571,-294.6462349537083,2.802397649322727,27.015113339471093,1.019965919903254,39.370684508265605
2025-10-30 12:29:56.679557,-1.4854262557170868,-294.67886060915566,2.8038778058208225,27.02938204811273,0.9875671274284049,38.12009111873643
2025-10-30 12:29:56.682890,-1.4852617953105571,-294.6462349537083,2.806344733337677,27.05316322937521,0.9666805975450075,37.31387106523729
