Timestamp,Force (V),Force (N),Displacement (V),Displacement (mm),Temperature (V),Temperature (C)
2025-10-30 12:24:35.948107,-2.3026301270760503,-456.79576460934686,2.80930504639097,27.08170064720895,0.9755614841427385,37.656673287909705
2025-10-30 12:24:35.951440,-2.301807824730455,-456.6326362700277,2.809469508228322,27.083286059321026,1.0049999799243576,38.79299922508021
2025-10-30 12:24:35.954774,-2.3016433642614063,-456.60001060217775,2.802726572988192,27.01828416360617,1.021446067842105,39.42781821870525
2025-10-30 12:24:35.958107,-2.3031235084836874,-456.8936416129939,2.80437119132219,27.03413828434591,0.9923364926629248,38.3041886167889
2025-10-30 12:24:35.961440,-2.3024656666068846,-456.76313894147376,2.8081538135326234,27.07060276245449,0.9679962844367987,37.36465657926043
2025-10-30 12:24:35.964774,-2.302959048014452,-456.86101594510694,2.8096339700657857,27.084871471434177,0.9768771710617282,37.707458802982714
2025-10-30 12:24:35.968107,-2.3032879689529473,-456.92626728088567,2.809469508228322,27.083286059321026,0.998750466683225,38.551768013972485
2025-10-30 12:24:35.971440,-2.3031235084836874,-456.8936416129939,2.8045356531562016,27.035723696425784,1.0283534249589588,39.69444220341581
2025-10-30 12:24:35.974774,-2.3031235084836874,-456.8936416129939,2.8040422676545003,27.030967460189384,0.9997372319257064,38.58985715233227
2025-10-30 12:24:35.978107,-2.302959048014452,-456.86101594510694,2.806180271502441,27.051577817283533,0.9724367277263084,37.53605769023551
2025-10-30 12:24:35.981440,-2.3026301270760503,-456.79576460934686,2.8074959661874472,27.064261114046992,0.973259032044216,37.567798636906744
2025-10-30 12:24:35.984774,-2.3027945875452396,-456.8283902772246,2.811278588446551,27.100725592624755,0.9913497274376116,38.26609947909181
2025-10-30 12:24:35.988107,-2.302959048014452,-456.86101594510694,2.805851347832302,27.048406993103395,1.0270377378803264,39.6436566821806
2025-10-30 12:24:35.991440,-2.302959048014452,-456.86101594510694,2.803219958487223,27.02304039981683,1.0025330667918595,38.69777637816578
2025-10-30 12:24:35.994774,-2.3031235084836874,-456.8936416129939,2.8055224241626093,27.045236168927556,0.9730945711805086,37.56145044756763
2025-10-30 12:24:35.998107,-2.3031235084836874,-456.8936416129939,2.8089761227166,27.078529822988024,0.9737524146357168,37.586843204938674
2025-10-30 12:24:36.001440,-2.3024656666068846,-456.76313894147376,2.8101273555788455,27.08962770778007,0.9979281623162415,38.52002706540692
2025-10-30 12:24:36.004774,-2.3031235084836874,-456.8936416129939,2.8065091951730246,27.05474864146796,1.0296691120417163,39.74522772481025
2025-10-30 12:24:36.008107,-2.3032879689529473,-456.92626728088567,2.8025621111554035,27.01669875153809,1.006973510440697,38.8691775030109
2025-10-30 12:24:36.011440,-2.3032879689529473,-456.92626728088567,2.804700114990325,27.037309108506733,0.9783573188504184,37.764592507626155
2025-10-30 12:24:36.014774,-2.3032879689529473,-456.92626728088567,2.8076604280235746,27.06584652614726,0.974410258091933,37.61223596234862
2025-10-30 12:24:36.018107,-2.3027945875452396,-456.8283902772246,2.811278588446551,27.100725592624755,0.9883894317753787,38.15183206652962
2025-10-30 12:24:36.021440,-2.302959048014452,-456.86101594510694,2.809469508228322,27.083286059321026,1.0198014590214808,39.36433631822916
2025-10-30 12:24:36.024774,-2.3027945875452396,-456.8283902772246,2.801575340161012,27.007186279152158,1.0089470409662358,38.945355781296705
2025-10-30 12:24:36.028107,-2.302959048014452,-456.86101594510694,2.8038778058208225,27.02938204811273,0.9806597709763242,37.85346715968611
2025-10-30 12:24:36.031440,-2.3027945875452396,-456.8283902772246,2.806015809667316,27.049992405192924,0.9742457972277845,37.60588777299248
2025-10-30 12:24:36.034774,-2.3027945875452396,-456.8283902772246,2.8091405845537287,27.080115235097946,0.9852646752653056,38.031216465240796
2025-10-30 12:24:36.038107,-2.302959048014452,-456.86101594510694,2.8091405845537287,27.080115235097946,1.0142097890793733,39.14849785846381
2025-10-30 12:24:36.041440,-2.302959048014452,-456.86101594510694,2.802726572988192,27.01828416360617,1.0117428758931788,39.0532750094767
2025-10-30 12:24:36.044774,-2.3024656666068846,-456.76313894147376,2.8045356531562016,27.035723696425784,0.9788507014477846,37.783637075884485
2025-10-30 12:24:36.048107,-2.302301206137742,-456.73051327360525,2.8065091951730246,27.05474864146796,0.9750681015491579,37.6376287197975
2025-10-30 12:24:36.051440,-2.302301206137742,-456.73051327360525,2.8089761227166,27.078529822988024,0.9849357535287334,38.01852008620911
2025-10-30 12:24:36.054774,-2.3027945875452396,-456.8283902772246,2.80930504639097,27.08170064720895,1.008124736579476,38.91361483196778
2025-10-30 12:24:36.058107,-2.302959048014452,-456.86101594510694,2.8053579623279297,27.043650756841245,1.0105916497445513,39.008837680139685
2025-10-30 12:24:36.061440,-2.3027945875452396,-456.8283902772246,2.8037133439872557,27.027796636037145,0.9842779100563483,37.99312732817505
2025-10-30 12:24:36.064774,-2.3024656666068846,-456.76313894147376,2.8070025806797347,27.059504877752644,0.9757259450073914,37.66302147728531
2025-10-30 12:24:36.068107,-2.302959048014452,-456.86101594510694,2.8088116608795817,27.076944410879168,0.9818109970439212,37.89790448589536
2025-10-30 12:24:36.071440,-2.3027945875452396,-456.8283902772246,2.8102918174167546,27.091213119897517,1.008782580088756,38.939007591425984
2025-10-30 12:24:36.074774,-2.3021367456686233,-456.69788760574147,2.806838118844053,27.057919465656674,1.0082891974567003,38.919963021828636
2025-10-30 12:24:36.078107,-2.3032879689529473,-456.92626728088567,2.802891034821091,27.01986957567532,0.9846068317924141,38.00582370718719
